d,n,n_min,sigma_x,corr,center_fraction,n_centers,count,failed_rate,pass_h0_core_rate,pass_mass_at_h0_rate,pass_mass_below_099_rate,pass_mass_above_101_rate,pass_grid_monotone_rate,h0_mean,h0_std,h0_mean_ci95_low,h0_mean_ci95_high,h0_median,h0_median_ci95_low,h0_median_ci95_high,h0_q25,h0_q75,h0_over_sigma_x_median,mass_h0_median,mass_099_h0_median,mass_101_h0_median,center_mass_q05_h0_median,center_mass_min_h0_median
100,1000,10.0,1.3,0.3,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,16.67962606267404,0.0648841020507904,16.67393872037053,16.68531340497755,16.67929510529091,16.66819077853946,16.68637970326695,16.634893758828095,16.722243367014805,12.830227004069933,10.000000000000021,7.993493809844445,12.432591562874741,1.4861265064422324,1.0000024312523736
100,1000,10.0,1.3,0.3,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,16.676648507135788,0.046380209690135316,16.672583102510018,16.680713911761558,16.67516210621743,16.66993529554736,16.68154277856156,16.646737207629357,16.708554353110827,12.827047774013408,10.000000000000021,7.994982902194742,12.43338142994171,1.4622931061640208,0.9999999999999997
100,1000,10.0,1.3,0.7,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,15.44245735045955,0.07925587648243397,15.435510266584254,15.449404434334847,15.445756687497042,15.435187127880216,15.453121757540643,15.388642992845877,15.494987268138129,11.881351298074646,10.000000000000007,8.501833076010271,11.720706629456465,1.4004032113503304,1.0
100,1000,10.0,1.3,0.7,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,15.443862104502331,0.06035966781041231,15.438571346345654,15.449152862659009,15.441406274999292,15.434799547867714,15.448041692726134,15.406256712866748,15.482867017138824,11.878004826922531,10.000000000000007,8.501935722884035,11.719380523657868,1.3784491363596245,0.9999999999999992
100,1000,20.0,0.7,0.0,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,9.36226401617677,0.029687766375527593,9.35966176871911,9.364866263634429,9.362502426475414,9.358981790497735,9.366402299058565,9.340172314524821,9.38221930192442,13.37500346639345,20.00000000000004,16.057363780798035,24.647045526136406,2.8381034083438057,1.2028749189848353
100,1000,20.0,0.7,0.0,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,9.360406313781661,0.022748623807667775,9.358412308987903,9.36240031857542,9.36007207716397,9.358163266234266,9.362836664725757,9.343153014272783,9.375870567037044,13.371531538805673,20.00000000000004,16.063913245915508,24.640560738793376,2.7644740387479656,1.0582162273839104
100,1000,20.0,0.7,0.3,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,9.279427216347088,0.03445885355832046,9.27640676465895,9.282447668035227,9.278798390900317,9.273564600097853,9.281618399732704,9.25514174495361,9.302603090973102,13.25542627271474,20.000000000000036,16.272243546437107,24.35138031165966,2.766254604190232,1.1524955917596695
100,1000,20.0,0.7,0.3,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,9.277963474594083,0.024602955014737384,9.275806930503558,9.280120018684608,9.277219549747764,9.274449176858665,9.279798645919467,9.261749379819769,9.29421474594669,13.25317078535395,20.000000000000036,16.273212950608634,24.350571465998115,2.6877014551171787,1.0393443173735926
100,1000,20.0,0.7,0.7,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,8.697053603260422,0.04359611186549004,8.693232235568733,8.70087497095211,8.698053997910979,8.693917182033822,8.702628760682229,8.667597706865088,8.726372860536749,12.425791425587112,20.00000000000003,17.221479746081464,23.10720460344981,2.4185387779789442,1.074717245648061
100,1000,20.0,0.7,0.7,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,8.698010471405494,0.03324731674410374,8.695096215601371,8.700924727209618,8.697294111513678,8.69363963317064,8.700808823918749,8.676577411232856,8.720033931107206,12.42470587359097,20.00000000000003,17.22187027714339,23.105399653644163,2.3639915543812937,1.0
